Flow Key,Flow Name,Amount,Unit,Categories,Type,Category,Mass_Equivalent_kg,Energy_Equivalent_MJ,Water_Mass_Equivalent_kg,kg_Factor,MJ_Factor,kg_water_factor,Mass_Water_Equivalent_kg
"('ecoinvent-3.12-biosphere', '80fb75d9-8df7-557d-b006-ceaafef7c006')",Methomyl,2.883772346796019e-14,kilogram,"('water',)",emission,Waste Emissions (W),2.883772346796019e-14,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'd0779a5e-6969-4144-954e-ceb81fb83f15')",Cobalt,3.875084613733166e-05,kilogram,"('natural resource', 'in ground')",natural resource,Natural Resources (V),3.875084613733166e-05,,,1.0,,,
"('ecoinvent-3.12-biosphere', '18ea247b-edc2-43fe-89bd-cedd04102bcc')",Methylchloride,-1.6081913639755183e-10,kilogram,"('air',)",emission,Waste Emissions (W),1.6081913639755183e-10,,,1.0,,,
"('ecoinvent-3.12-biosphere', '3c8af80d-7ff8-43f4-b1a7-cef73b1b4682')",Dichlorofluoromethane,4.902952161430583e-13,kilogram,"('air', 'urban air close to ground')",emission,Waste Emissions (W),4.902952161430583e-13,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'af99a064-3ca7-43cd-9c72-cf20d245b0a8')",Chlorimuron-ethyl,3.471965548989215e-11,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),3.471965548989215e-11,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'c89708f7-cb6c-4691-b8cc-cf2cb03b14a6')",Acifluorfen,7.329848237730525e-11,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),7.329848237730525e-11,,,1.0,,,
"('ecoinvent-3.12-biosphere', '3e419ebc-c0f1-4f85-a544-cf3460a680b6')",Boron,1.4970491104629053e-07,kilogram,"('air', 'urban air close to ground')",emission,Waste Emissions (W),1.4970491104629053e-07,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'c5094d89-50ee-5a7a-8ff3-cf50b218ef2b')",Thiabendazole,3.6768743745885786e-12,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),3.6768743745885786e-12,,,1.0,,,
"('ecoinvent-3.12-biosphere', '9f5bfac4-cbb6-4b38-afb9-cf563fc5ca15')",Nitrite,4.081573955319891e-09,kilogram,"('water',)",emission,Waste Emissions (W),4.081573955319891e-09,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'c2e854f9-fe22-4fe7-9083-cf6d0a8c7254')",Chromium VI,-5.459526308182343e-10,kilogram,"('air', 'low population density, long-term')",emission,Waste Emissions (W),5.459526308182343e-10,,,1.0,,,
"('ecoinvent-3.12-biosphere', '0a57049c-a0d8-5f51-9ee6-cf77704a2fee')",Thiodicarb,1.3085456263815358e-13,kilogram,"('water', 'ground-')",emission,Waste Emissions (W),1.3085456263815358e-13,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'f8f3e2b7-4b38-5bc4-99b7-cf87225cb536')",Boscalid,2.0448362018388908e-14,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),2.0448362018388908e-14,,,1.0,,,
"('ecoinvent-3.12-biosphere', '17955b10-4c04-4fff-91e7-cf89ef1a7cca')",Glyphosate,4.752756815328628e-12,kilogram,"('water', 'ground-')",emission,Waste Emissions (W),4.752756815328628e-12,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'faf05b06-da29-4af5-aa37-cfa4b802a297')","Hydrocarbons, aliphatic, alkanes, unspecified",1.6705550573027263e-06,kilogram,"('water', 'ocean')",emission,Waste Emissions (W),1.6705550573027263e-06,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'a793710a-1990-4e65-a95e-cfbbc5332355')",t-Butyl methyl ether,-1.1243522527530086e-08,kilogram,"('air', 'urban air close to ground')",emission,Waste Emissions (W),1.1243522527530086e-08,,,1.0,,,
"('ecoinvent-3.12-biosphere', '4f5a338d-a56a-417d-ae4d-cfd6f51a4729')",Flumiclorac-pentyl,5.961271913865048e-12,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),5.961271913865048e-12,,,1.0,,,
"('ecoinvent-3.12-biosphere', '1469e83d-2ac9-4e64-84e0-cfe37c85fd9d')",Propylene,7.887845390959926e-07,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),7.887845390959926e-07,,,1.0,,,
"('ecoinvent-3.12-biosphere', '30f484ee-dec4-47ae-8e92-d00d4b93fe05')",Chromium III,3.071771709604349e-08,kilogram,"('water',)",emission,Waste Emissions (W),3.071771709604349e-08,,,1.0,,,
"('ecoinvent-3.12-biosphere', '555aed47-6c62-4cbe-b9b8-d01229284c8a')",Propanal,1.6853026779157263e-11,kilogram,"('air',)",emission,Waste Emissions (W),1.6853026779157263e-11,,,1.0,,,
"('ecoinvent-3.12-biosphere', '09f735ea-0a87-4e19-a660-d044db3a7118')",Aniline,2.1198305245121478e-09,kilogram,"('water',)",emission,Waste Emissions (W),2.1198305245121478e-09,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'e65a9c58-21f1-48b6-b738-d05a8f10e5f3')",Chromium III,6.379864314715439e-07,kilogram,"('soil', 'industrial')",emission,Waste Emissions (W),6.379864314715439e-07,,,1.0,,,
"('ecoinvent-3.12-biosphere', '03b279a7-4626-4703-a451-d0650599dbd9')",Chromium VI,2.8013496305938644e-07,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),2.8013496305938644e-07,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'fe8f6da1-2dc8-4df8-8aea-d0675be0dfcf')",Ethylene,5.654222435023117e-10,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),5.654222435023117e-10,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'ba1a3dcb-d53a-42fd-80f0-d09f3a12ffe2')","Aldehydes, unspecified",-6.840339038496948e-09,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),6.840339038496948e-09,,,1.0,,,
"('ecoinvent-3.12-biosphere', '0605e241-ce98-4c10-8c61-d0a1775cdcb0')",Benzo(ghi)perylene,1.1388653234048737e-15,kilogram,"('air',)",emission,Waste Emissions (W),1.1388653234048737e-15,,,1.0,,,
"('ecoinvent-3.12-biosphere', '9b55e30a-2217-5459-8adf-d0ad8b0dfb7f')",Propamocarb,1.6054579851696893e-15,kilogram,"('soil', 'forestry')",emission,Waste Emissions (W),1.6054579851696893e-15,,,1.0,,,
"('ecoinvent-3.12-biosphere', '20722b05-fd1f-446d-b818-d0b05a520526')",Fluquinconazole,3.535520350185859e-14,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),3.535520350185859e-14,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'daf2f12c-7b20-59d6-8f9d-d116e870906f')",Haloxyfop-P,1.321778017150543e-18,kilogram,"('soil', 'forestry')",emission,Waste Emissions (W),1.321778017150543e-18,,,1.0,,,
"('ecoinvent-3.12-biosphere', '2a46e7f4-c66c-43e5-8a8a-d119c4098aff')",Titanium ion,0.0002964432737687768,kilogram,"('water', 'ground-, long-term')",emission,Waste Emissions (W),0.0002964432737687768,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'caeb15fa-9711-4d37-99a2-d12c7823b8bc')",Isopropanol,1.0712854504998725e-08,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),1.0712854504998725e-08,,,1.0,,,
"('ecoinvent-3.12-biosphere', '7e7039a1-6186-4ef6-a7e6-d135b7fe5601')",Diethylamine,1.375802197406817e-10,kilogram,"('air', 'urban air close to ground')",emission,Waste Emissions (W),1.375802197406817e-10,,,1.0,,,
"('ecoinvent-3.12-biosphere', '8d226423-1351-4366-b09f-d16c9e38683c')",Zinc II,-1.2997882247122229e-10,kilogram,"('soil', 'forestry')",emission,Waste Emissions (W),1.2997882247122229e-10,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'd089909a-952e-5154-921b-d18daab00ab1')",Napropamide,1.7065064423888796e-14,kilogram,"('soil', 'forestry')",emission,Waste Emissions (W),1.7065064423888796e-14,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'cbd70647-6237-462a-9d01-d197a8b08506')",Nitrate,2.930916445140267e-07,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),2.930916445140267e-07,,,1.0,,,
"('ecoinvent-3.12-biosphere', '8f5c8cb3-dccd-45da-9f1f-d1c61cd789c3')","Transformation, to dump site, residual material landfill",3.407070464399376e-07,square meter,"('natural resource', 'land')",natural resource,Natural Resources (V),,,,,,,
"('ecoinvent-3.12-biosphere', '70aa745b-8bc5-4433-b2f5-d1da652ba166')","Occupation, urban/industrial fallow (non-use)",1.2416078577308886e-06,square meter-year,"('natural resource', 'land')",natural resource,Natural Resources (V),,,,,,,
"('ecoinvent-3.12-biosphere', '297cc04f-e215-433c-ae3b-d1e34464c785')",Potassium I,0.0002533314754789088,kilogram,"('water', 'ocean')",emission,Waste Emissions (W),0.0002533314754789088,,,1.0,,,
"('ecoinvent-3.12-biosphere', '3b659b8e-c901-5ab9-8d3d-d23fbe4b754b')",Clethodim,2.972324558125028e-11,kilogram,"('soil', 'forestry')",emission,Waste Emissions (W),2.972324558125028e-11,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'b2cf7804-89b9-5028-8c6e-d26363eda17a')",Famoxadone,5.7630585027145916e-15,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),5.7630585027145916e-15,,,1.0,,,
"('ecoinvent-3.12-biosphere', '176598c1-699c-5dd8-8c33-d269ff7f5edd')",Lanthanum,9.802042075174686e-09,kilogram,"('natural resource', 'in ground')",natural resource,Natural Resources (V),9.802042075174686e-09,,,1.0,,,
"('ecoinvent-3.12-biosphere', '1f130425-11f9-4ec2-8d2f-d282acaacf5c')",Acetone,6.2994901301518e-05,kilogram,"('air', 'urban air close to ground')",emission,Waste Emissions (W),6.2994901301518e-05,,,1.0,,,
"('ecoinvent-3.12-biosphere', '1c87de06-e58f-4684-a54c-d29f1a251a87')",Chromium III,9.889307635890468e-10,kilogram,"('water', 'ground-')",emission,Waste Emissions (W),9.889307635890468e-10,,,1.0,,,
"('ecoinvent-3.12-biosphere', '383570f4-fd89-5fcf-958d-d2aedb4bbd0e')",Acephate,2.6453608656738072e-12,kilogram,"('water', 'ground-')",emission,Waste Emissions (W),2.6453608656738072e-12,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'f563b90e-a300-4403-b278-d2fdcd73e5a7')",Tin ion,9.870245303233942e-08,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),9.870245303233942e-08,,,1.0,,,
"('ecoinvent-3.12-biosphere', '7a3a19df-0c93-5850-a0f2-d2fdd0f18128')",Quinmerac,3.911364247370341e-16,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),3.911364247370341e-16,,,1.0,,,
"('ecoinvent-3.12-biosphere', '1c4a106a-53bc-40f5-bcae-d30ab191dbfe')","1,1-Difluoroethane",-1.5310878622325257e-10,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),1.5310878622325257e-10,,,1.0,,,
"('ecoinvent-3.12-biosphere', '35b4d818-1019-413b-b99d-d351d8a67ac4')",Molybdenum VI,-1.4366580448688558e-09,kilogram,"('air', 'low population density, long-term')",emission,Waste Emissions (W),1.4366580448688558e-09,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'f9d36529-abde-4ed2-a82c-d365ae2c713f')",Methyl isobutyl ketone,4.81841806514124e-14,kilogram,"('water',)",emission,Waste Emissions (W),4.81841806514124e-14,,,1.0,,,
"('ecoinvent-3.12-biosphere', '282973e4-3c2d-4a9c-a3f2-d39a5b36aa76')",Deltamethrin,-4.648275339295274e-13,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),4.648275339295274e-13,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'a4c31e2a-915e-4ab2-accd-d3ae93d2e01e')",Titanium ion,1.05714465457996e-07,kilogram,"('water',)",emission,Waste Emissions (W),1.05714465457996e-07,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'aaca334b-09a5-589e-8088-d3bc090b12e0')",Copper oxychloride,5.006916391974923e-15,kilogram,"('soil', 'forestry')",emission,Waste Emissions (W),5.006916391974923e-15,,,1.0,,,
"('ecoinvent-3.12-biosphere', '48137a94-e1ac-53ce-80c4-d3bc2056bee6')",Abamectin,7.798517197513431e-15,kilogram,"('soil', 'forestry')",emission,Waste Emissions (W),7.798517197513431e-15,,,1.0,,,
"('ecoinvent-3.12-biosphere', '8a2c92a3-7210-4560-bfd9-d3cc7d09ad72')",Trifluralin,-2.0871851949367735e-12,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),2.0871851949367735e-12,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'fa5512cf-04a2-4014-8e96-d3e2d137f0df')",Butane,5.50509671346895e-05,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),5.50509671346895e-05,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'c1ad9058-6019-4835-ab47-d3e3f35b94d9')",Propamocarb HCl,3.842859928281276e-12,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),3.842859928281276e-12,,,1.0,,,
"('ecoinvent-3.12-biosphere', '0017ce28-9f7a-404b-ad55-d3f43ad13cae')",Benzo(ghi)perylene,9.025321931097904e-16,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),9.025321931097904e-16,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'cfecebe1-1e13-458d-85bc-d40a9f934927')",Dissolved solids,4.610762987288144e-05,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),4.610762987288144e-05,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'aa87ecd1-b103-4f43-b8dc-d44785c43fd4')",Anthracene,1.4343090037269651e-11,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),1.4343090037269651e-11,,,1.0,,,
"('ecoinvent-3.12-biosphere', '39d1390a-ded6-41cb-a536-d47510bf2fbc')",Chlorine,-1.085851089480567e-06,kilogram,"('air',)",emission,Waste Emissions (W),1.085851089480567e-06,,,1.0,,,
"('ecoinvent-3.12-biosphere', '41abb9cf-8e9a-40fe-895e-d491e32244b4')",Titanium ion,2.050504965297776e-06,kilogram,"('soil', 'industrial')",emission,Waste Emissions (W),2.050504965297776e-06,,,1.0,,,
"('ecoinvent-3.12-biosphere', '2c872773-0a29-4831-93b9-d49b116fa7d5')",Barium II,1.4885457363068736e-05,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),1.4885457363068736e-05,,,1.0,,,
"('ecoinvent-3.12-biosphere', '541a823c-0aad-4dc4-9123-d4af4647d942')",1-Pentanol,3.7825772465641896e-11,kilogram,"('air', 'urban air close to ground')",emission,Waste Emissions (W),3.7825772465641896e-11,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'ee2c5c6c-ff01-4151-8332-d4bf1508c759')",Methanol,2.196220460847306e-08,kilogram,"('water',)",emission,Waste Emissions (W),2.196220460847306e-08,,,1.0,,,
"('ecoinvent-3.12-biosphere', '9a1e90d7-af5d-41ab-bf7b-d4d4248d9e24')",Dipropyl amine,6.501619831114544e-11,kilogram,"('air', 'urban air close to ground')",emission,Waste Emissions (W),6.501619831114544e-11,,,1.0,,,
"('ecoinvent-3.12-biosphere', '19108dfd-9b70-4fca-bac5-d523f8b5d3c0')",Benzene,8.32514406770448e-07,kilogram,"('water', 'ocean')",emission,Waste Emissions (W),8.32514406770448e-07,,,1.0,,,
"('ecoinvent-3.12-biosphere', '63efc54a-c59d-452b-b7de-d52b5c8deb7e')",Fluoranthene,1.2288669680805102e-08,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),1.2288669680805102e-08,,,1.0,,,
"('ecoinvent-3.12-biosphere', '9dc481e4-e4cd-4cb1-a03e-d539f774e958')",Acenaphthylene,2.616346059933739e-10,kilogram,"('water', 'ocean')",emission,Waste Emissions (W),2.616346059933739e-10,,,1.0,,,
"('ecoinvent-3.12-biosphere', '0e940fff-f3ba-41b4-a5c6-d53a88bfc707')",Sulfide,5.755688251350596e-08,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),5.755688251350596e-08,,,1.0,,,
"('ecoinvent-3.12-biosphere', '19e97bd6-d0ae-4208-bd77-d58e5d46d827')",Beryllium II,3.6380120149201906e-10,kilogram,"('air', 'urban air close to ground')",emission,Waste Emissions (W),3.6380120149201906e-10,,,1.0,,,
"('ecoinvent-3.12-biosphere', '77927dac-dea3-429d-a434-d5a71d92c4f7')",Antimony ion,6.662613363522504e-08,kilogram,"('air',)",emission,Waste Emissions (W),6.662613363522504e-08,,,1.0,,,
"('ecoinvent-3.12-biosphere', '185ce127-5a31-59e9-92a3-d5c328dbd587')",Tritosulfuron,7.616501873657845e-18,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),7.616501873657845e-18,,,1.0,,,
"('ecoinvent-3.12-biosphere', '9e8d685c-9948-4dc0-9c0b-d5c511e14d05')",Cyanide,1.6729368109805216e-07,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),1.6729368109805216e-07,,,1.0,,,
"('ecoinvent-3.12-biosphere', '9c3bd678-1b2f-4b95-a245-d5c8a3fe326b')",Aluminium III,3.59996106125836e-07,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),3.59996106125836e-07,,,1.0,,,
"('ecoinvent-3.12-biosphere', '8af1b210-ae85-4b60-9644-d5d180075037')",Sulfide,9.981422283290904e-06,kilogram,"('water',)",emission,Waste Emissions (W),9.981422283290904e-06,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'ad83a9b9-77ce-4a23-852d-d606ec7f8ffb')",Tralkoxydim,-8.266249589710193e-11,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),8.266249589710193e-11,,,1.0,,,
"('ecoinvent-3.12-biosphere', '19b6e569-85a4-4ea9-a590-d61a21e3c846')",Tin ion,5.795082309172699e-10,kilogram,"('air', 'urban air close to ground')",emission,Waste Emissions (W),5.795082309172699e-10,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'fd950a9b-db9f-41c9-a8b0-d61f152f6ef2')",EPTC,1.91094251110573e-09,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),1.91094251110573e-09,,,1.0,,,
"('ecoinvent-3.12-biosphere', '7ce56135-2ca5-4fba-ad52-d62a34bfeb35')",Nitrate,0.0001408494643323623,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),0.0001408494643323623,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'eb2bfdf1-1881-40e8-bebb-d674b2a79149')",Lithium I,1.6999447291455464e-11,kilogram,"('water',)",emission,Waste Emissions (W),1.6999447291455464e-11,,,1.0,,,
"('ecoinvent-3.12-biosphere', '74eb3f02-09ec-46ce-8ee8-d67d0900136b')",Cobalt II,-3.587292424229269e-10,kilogram,"('air', 'low population density, long-term')",emission,Waste Emissions (W),3.587292424229269e-10,,,1.0,,,
"('ecoinvent-3.12-biosphere', '90d374f1-b739-45b2-a734-d6bdd8c8dc9c')",2-Nitrobenzoic acid,9.664876726355301e-11,kilogram,"('air', 'urban air close to ground')",emission,Waste Emissions (W),9.664876726355301e-11,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'c126f8a0-6bc4-42e6-9220-d6ccfef3f2ed')",Molybdenum VI,3.060580749436876e-09,kilogram,"('soil', 'industrial')",emission,Waste Emissions (W),3.060580749436876e-09,,,1.0,,,
"('ecoinvent-3.12-biosphere', '45d6f26b-596b-5182-8c08-d6d975ff4efe')",Bromine,8.845657387604964e-07,kilogram,"('natural resource', 'in water')",natural resource,Natural Resources (V),8.845657387604964e-07,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'debba640-3cef-5f5d-9c72-d6fc355b7afd')",Spirotetramat,6.910821984793239e-20,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),6.910821984793239e-20,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'd080e6a4-42c6-484e-b5d7-d74693aec7d9')",Gold,4.0680496931266275e-08,kilogram,"('natural resource', 'in ground')",natural resource,Natural Resources (V),4.0680496931266275e-08,,,1.0,,,
"('ecoinvent-3.12-biosphere', '0ed1b1a1-e56d-4860-bac7-d76a39bde930')",Silver I,-9.546957521972894e-11,kilogram,"('air', 'low population density, long-term')",emission,Waste Emissions (W),9.546957521972894e-11,,,1.0,,,
"('ecoinvent-3.12-biosphere', '04a6edb8-624a-484e-8f85-d771657adae7')",Dichlorofluoromethane,3.1946782745489794e-13,kilogram,"('air',)",emission,Waste Emissions (W),3.1946782745489794e-13,,,1.0,,,
"('ecoinvent-3.12-biosphere', '009f3374-e604-4e24-88f5-d785cd93aac7')",Diclofop,-5.188722403929729e-11,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),5.188722403929729e-11,,,1.0,,,
"('ecoinvent-3.12-biosphere', '837083ce-41cd-49f3-a849-d79564dac238')",Lead II,2.4473511905567316e-12,kilogram,"('soil', 'forestry')",emission,Waste Emissions (W),2.4473511905567316e-12,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'f5d022f1-c26d-4044-ac88-d7c5bbff83c4')",Nitrite,2.440617628685803e-05,kilogram,"('water', 'ground-, long-term')",emission,Waste Emissions (W),2.440617628685803e-05,,,1.0,,,
"('ecoinvent-3.12-biosphere', '43b5078b-5f3a-5b3e-8159-d7fe68ff89a1')",Pethoxamid,1.4733798921542093e-13,kilogram,"('soil', 'forestry')",emission,Waste Emissions (W),1.4733798921542093e-13,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'c3c3d385-57fa-4d47-a2c5-d838006e7985')","Transformation, to annual crop, irrigated, intensive",1.1638342053869401e-07,square meter,"('natural resource', 'land')",natural resource,Natural Resources (V),,,,,,,
"('ecoinvent-3.12-biosphere', '00acb9f0-1640-4f8c-89ef-d857e1428be0')",Metam-sodium,7.882918065000263e-08,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),7.882918065000263e-08,,,1.0,,,
"('ecoinvent-3.12-biosphere', '963be8ca-e43d-4f8d-a97b-d8982035ffbc')",Propanal,-8.619973069252757e-09,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),8.619973069252757e-09,,,1.0,,,
"('ecoinvent-3.12-biosphere', '97e498ec-f323-4ec6-bcc0-d8a4c853bae3')",Aluminium III,1.3896494709173497e-06,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),1.3896494709173497e-06,,,1.0,,,
"('ecoinvent-3.12-biosphere', '66288ede-0d82-4069-886a-d8b2f38f0128')",Imazethapyr,3.2227003423288813e-13,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),3.2227003423288813e-13,,,1.0,,,
"('ecoinvent-3.12-biosphere', '7bddbf65-6f39-4ae1-bddf-d8d4632c8efe')",Quizalofop-p-ethyl,1.625525701134628e-11,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),1.625525701134628e-11,,,1.0,,,
"('ecoinvent-3.12-biosphere', '16410099-57c2-4ad8-928a-d8ec91f1684f')",Paraffins,2.6567081783820254e-13,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),2.6567081783820254e-13,,,1.0,,,
"('ecoinvent-3.12-biosphere', '7a054a96-8d84-50fc-9809-d8f522285ed0')",Tribenuron,2.230315682046989e-16,kilogram,"('soil', 'forestry')",emission,Waste Emissions (W),2.230315682046989e-16,,,1.0,,,
"('ecoinvent-3.12-biosphere', '10cbd2f7-c41b-4bb4-b636-d8fc15cf0282')",Manganese II,1.5384300751882147e-08,kilogram,"('water',)",emission,Waste Emissions (W),1.5384300751882147e-08,,,1.0,,,
"('ecoinvent-3.12-biosphere', '0ace7678-a181-48e8-8728-d912a8b56c57')",Aluminium III,9.899734030470549e-06,kilogram,"('water', 'ocean')",emission,Waste Emissions (W),9.899734030470549e-06,,,1.0,,,
"('ecoinvent-3.12-biosphere', '9115356e-a534-4329-9ec6-d9208720241b')",Nitrogen oxides,1.4269820867830507e-10,kilogram,"('air', 'low population density, long-term')",emission,Waste Emissions (W),1.4269820867830507e-10,,,1.0,,,
"('ecoinvent-3.12-biosphere', '6df9ea09-115a-4678-9f30-d92c877a46ec')",Anhydrite,-1.3666917491506953e-09,kilogram,"('natural resource', 'in ground')",natural resource,Natural Resources (V),1.3666917491506953e-09,,,1.0,,,
"('ecoinvent-3.12-biosphere', '1d8ba55c-e60b-45ef-8e66-d947d8e7a01f')",Formamide,2.6358608219582014e-08,kilogram,"('air',)",emission,Waste Emissions (W),2.6358608219582014e-08,,,1.0,,,
"('ecoinvent-3.12-biosphere', '99ee393d-4bd1-4cc8-b0a0-d956865fb7bf')",Calcite,0.023199682947999255,kilogram,"('natural resource', 'in ground')",natural resource,Natural Resources (V),0.023199682947999255,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'd896ced7-a107-4017-b284-d95a8ef3e735')",Acrolein,2.578391099828321e-08,kilogram,"('air',)",emission,Waste Emissions (W),2.578391099828321e-08,,,1.0,,,
"('ecoinvent-3.12-biosphere', '5ba98eff-ca29-42cd-80b4-d978c98b901e')",Trifluralin,-2.5975079358232435e-13,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),2.5975079358232435e-13,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'bbcdd18c-4d16-4c28-b031-d988884030a7')","Transformation, from seabed, infrastructure",1.1083740815433816e-07,square meter,"('natural resource', 'land')",natural resource,Natural Resources (V),,,,,,,
"('ecoinvent-3.12-biosphere', '15f9ebbb-b1b5-4bf7-88c6-d99424f5eced')",Carbon disulfide,9.092038109788563e-06,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),9.092038109788563e-06,,,1.0,,,
"('ecoinvent-3.12-biosphere', '50790dc4-dd52-4811-b124-d9e9c920cd70')",Hydrogen sulfide,2.2395199261079523e-09,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),2.2395199261079523e-09,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'b9fe0ddd-a0e6-5970-9384-da4d2ac1f4f4')",Chloridazon,4.681236586803886e-19,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),4.681236586803886e-19,,,1.0,,,
"('ecoinvent-3.12-biosphere', '6bc06a91-ae35-4a2b-ab39-da4dd36b621a')","Waste mass, total, placed in landfill",0.5744052080136487,kilogram,"('inventory indicator', 'waste')",inventory indicator,,0.5744052080136487,,,1.0,,,
"('ecoinvent-3.12-biosphere', '055bf521-b162-4172-b7db-da4df197d671')",Trimethyl borate,4.6231734168247785e-11,kilogram,"('air', 'urban air close to ground')",emission,Waste Emissions (W),4.6231734168247785e-11,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'bea20bfa-cbae-5fe3-9cf0-da4e0d235481')",Bixafen,6.128926760528397e-12,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),6.128926760528397e-12,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'c4cb99f9-ed0e-4543-8596-da56a8de8e40')",Flusilazole,-3.9209549106559375e-12,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),3.9209549106559375e-12,,,1.0,,,
"('ecoinvent-3.12-biosphere', '04eb0695-e67b-46e5-9516-da6bde119822')","Transformation, to traffic area, rail/road embankment",-4.277219301754138e-05,square meter,"('natural resource', 'land')",natural resource,Natural Resources (V),,,,,,,
"('ecoinvent-3.12-biosphere', 'a9ec0c9b-982a-4329-99ae-dab1f9fb62d3')",Chromium VI,2.110138465014171e-09,kilogram,"('water',)",emission,Waste Emissions (W),2.110138465014171e-09,,,1.0,,,
