Flow Key,Flow Name,Amount,Unit,Categories,Type,Category,Mass_Equivalent_kg,Energy_Equivalent_MJ,Water_Mass_Equivalent_kg,kg_Factor,MJ_Factor,kg_water_factor,Mass_Water_Equivalent_kg
"('ecoinvent-3.12-biosphere', 'fbebc389-bce6-4540-8869-50076139f370')",Metamitron,1.4820708956308197e-10,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),1.4820708956308197e-10,,,1.0,,,
"('ecoinvent-3.12-biosphere', '77b552e3-f7cc-551b-9fd6-505f7bdf4e93')",Metaldehyde,1.2080740721796533e-14,kilogram,"('soil', 'forestry')",emission,Waste Emissions (W),1.2080740721796533e-14,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'b79e26a0-88db-441f-b79b-508506e81b93')","Transformation, from dump site, sanitary landfill",9.295045769345879e-06,square meter,"('natural resource', 'land')",natural resource,Natural Resources (V),,,,,,,
"('ecoinvent-3.12-biosphere', '2baa4381-b781-4f5e-90de-508b0fa3fd1f')",Aluminium III,-2.561703741763374e-05,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),2.561703741763374e-05,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'de444dc0-5964-4501-8367-50ba53bfc6b9')",Iron ion,3.8610898703172165e-06,kilogram,"('water',)",emission,Waste Emissions (W),3.8610898703172165e-06,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'b06ca23e-c6c0-478b-a65c-50e5e5dd8440')","Transformation, from river, natural (non-use)",-3.5830094377237483e-07,square meter,"('natural resource', 'land')",natural resource,Natural Resources (V),,,,,,,
"('ecoinvent-3.12-biosphere', '84aa799e-9d98-4d34-85e0-516d28ab1be9')",Zinc II,-1.9647883608856525e-06,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),1.9647883608856525e-06,,,1.0,,,
"('ecoinvent-3.12-biosphere', '3489da10-575c-58a5-a1ab-516e4ab45d18')",Boscalid,2.7550311090550993e-18,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),2.7550311090550993e-18,,,1.0,,,
"('ecoinvent-3.12-biosphere', '3850d44e-8919-47bc-9c0a-51ccc4ec9d9f')",Glyphosate,2.449734439921374e-08,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),2.449734439921374e-08,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'd93300fd-ea6a-5e77-848c-520e1b144069')",Phosphorus pentachloride,3.5635920926218226e-11,kilogram,"('water',)",emission,Waste Emissions (W),3.5635920926218226e-11,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'eaebc656-c709-4f1a-ac00-52175d4adc96')",Diflufenican,2.200556002797085e-12,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),2.200556002797085e-12,,,1.0,,,
"('ecoinvent-3.12-biosphere', '4db9bb53-4bdd-4f32-a6a8-521f58c5825c')",Benz(a)anthracene,1.4143067615013625e-14,kilogram,"('air',)",emission,Waste Emissions (W),1.4143067615013625e-14,,,1.0,,,
"('ecoinvent-3.12-biosphere', '334f3d29-ec7d-4ca4-9e65-524c64c6649c')",Titanium ion,-1.673048047289856e-06,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),1.673048047289856e-06,,,1.0,,,
"('ecoinvent-3.12-biosphere', '10d26189-a688-4859-8aa9-525e058a07f0')",Benzaldehyde,1.7829670511175605e-08,kilogram,"('air',)",emission,Waste Emissions (W),1.7829670511175605e-08,,,1.0,,,
"('ecoinvent-3.12-biosphere', '3277a622-8234-4c73-ba22-526cf9a0fccc')",Propanol,1.6696073391226158e-10,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),1.6696073391226158e-10,,,1.0,,,
"('ecoinvent-3.12-biosphere', '99eb5cdc-8c8a-45a7-8c5a-527773523984')",Clopyralid,-3.122552622800957e-14,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),3.122552622800957e-14,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'f167e006-b082-4eb5-94e4-52a068a4a91c')",Phthalic anhydride,2.4999740087184468e-05,kilogram,"('water',)",emission,Waste Emissions (W),2.4999740087184468e-05,,,1.0,,,
"('ecoinvent-3.12-biosphere', '6ed53433-96ff-402c-87d0-52b8271aadac')",Methyl isobutyl ketone,6.787899153693378e-14,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),6.787899153693378e-14,,,1.0,,,
"('ecoinvent-3.12-biosphere', '2f8952b0-c90c-4e3d-b546-52b862fc8f11')",Phosphorus,2.6199575486413895e-06,kilogram,"('soil', 'industrial')",emission,Waste Emissions (W),2.6199575486413895e-06,,,1.0,,,
"('ecoinvent-3.12-biosphere', '165e28f3-4377-573c-9d2f-52c664f43d42')",Triflumuron,1.0630769611821908e-11,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),1.0630769611821908e-11,,,1.0,,,
"('ecoinvent-3.12-biosphere', '33456751-d78b-465d-8635-52d71e77cf54')",Monocrotophos,1.7372215367194752e-10,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),1.7372215367194752e-10,,,1.0,,,
"('ecoinvent-3.12-biosphere', '974213ef-1ba0-40e5-bc7b-52ef099e9e09')",Nickel,0.0033842654320548164,kilogram,"('natural resource', 'in ground')",natural resource,Natural Resources (V),0.0033842654320548164,,,1.0,,,
"('ecoinvent-3.12-biosphere', '2718482b-8399-442e-b89a-52fbcc22d2e6')",Lead II,1.1047958066800453e-06,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),1.1047958066800453e-06,,,1.0,,,
"('ecoinvent-3.12-biosphere', '9b132374-dce2-4ce0-86aa-53201b30f617')","1,1,2-Trichloro-1,2,2-trifluoroethane",7.003108438732034e-11,kilogram,"('air', 'urban air close to ground')",emission,Waste Emissions (W),7.003108438732034e-11,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'fffd291b-a67f-5b96-86cf-534a2132f062')","2,4-D",4.1400594685398876e-12,kilogram,"('soil', 'forestry')",emission,Waste Emissions (W),4.1400594685398876e-12,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'af63afdf-d404-5ef3-9c54-536f670d9483')",Paclobutrazol,1.644515668924211e-14,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),1.644515668924211e-14,,,1.0,,,
"('ecoinvent-3.12-biosphere', '1f448f00-fea0-589f-acc7-537ccfeecbb1')",Fluoxastrobin,2.537386442980283e-16,kilogram,"('soil', 'forestry')",emission,Waste Emissions (W),2.537386442980283e-16,,,1.0,,,
"('ecoinvent-3.12-biosphere', '2bf4e40e-ed11-457a-ae60-53a5cc43fdc7')",Methomyl,1.4035580076010087e-10,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),1.4035580076010087e-10,,,1.0,,,
"('ecoinvent-3.12-biosphere', '8cc320a2-800f-5512-82c3-53ab5ef1030f')",Fenamidone,3.6864506995751777e-13,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),3.6864506995751777e-13,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'be206401-d803-4b14-8319-53b916e9beef')",Quizalofop-P,8.988811311530268e-15,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),8.988811311530268e-15,,,1.0,,,
"('ecoinvent-3.12-biosphere', '90e519cc-47f6-5417-8700-53dd8ec37ebe')",Carfentrazone-ethyl,1.07320671545936e-18,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),1.07320671545936e-18,,,1.0,,,
"('ecoinvent-3.12-biosphere', '0330280f-f67a-52a5-b0e9-53f31261d59f')",Pirimicarb,8.960310233786784e-14,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),8.960310233786784e-14,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'a3beb5ac-5149-47f6-a035-53fc5030f10a')","Carbon monoxide, fossil",1.3895399669317983e-11,kilogram,"('air', 'lower stratosphere + upper troposphere')",emission,Waste Emissions (W),1.3895399669317983e-11,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'd6911d36-3fec-41fe-8ef9-540f6543a240')","1,4-Butanediol",1.55483517137269e-10,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),1.55483517137269e-10,,,1.0,,,
"('ecoinvent-3.12-biosphere', '0b5c0609-3456-5935-93ae-5414b08eeaca')",Spiromesifen,9.98803144829299e-15,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),9.98803144829299e-15,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'f72fe27e-d3bf-45f7-8950-542c72cb4502')",Isopropylamine,1.934884385519299e-09,kilogram,"('air', 'urban air close to ground')",emission,Waste Emissions (W),1.934884385519299e-09,,,1.0,,,
"('ecoinvent-3.12-biosphere', '5324b57a-96f1-4dc3-9dc5-544881960f4f')",Spodumene,9.235667392559246e-08,kilogram,"('natural resource', 'in ground')",natural resource,Natural Resources (V),9.235667392559246e-08,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'd976062e-565d-4d61-933e-545c9d020f0a')",Fluorine,-5.1587897083498174e-08,kilogram,"('air', 'low population density, long-term')",emission,Waste Emissions (W),5.1587897083498174e-08,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'd9008a06-991c-4acc-a33e-5483ffd2491e')",Thallium I,-3.80596743584763e-10,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),3.80596743584763e-10,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'd6626dfb-3ac8-4169-9e75-54c41ef2a582')","Hydrocarbons, chlorinated",-1.2852467013917612e-09,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),1.2852467013917612e-09,,,1.0,,,
"('ecoinvent-3.12-biosphere', '6ada5a85-1e6e-518c-928b-54fb4e89b414')",Abamectin,1.8251849011591897e-14,kilogram,"('water', 'ground-')",emission,Waste Emissions (W),1.8251849011591897e-14,,,1.0,,,
"('ecoinvent-3.12-biosphere', '5e7cf95c-9cc3-4479-89af-55377b3db99c')",Nitrate,2.515929497545968e-08,kilogram,"('air',)",emission,Waste Emissions (W),2.515929497545968e-08,,,1.0,,,
"('ecoinvent-3.12-biosphere', '84f7125c-2ada-4bb1-abc6-554c40d1eeed')",Hypochlorite,-4.795332354677871e-08,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),4.795332354677871e-08,,,1.0,,,
"('ecoinvent-3.12-biosphere', '16ce8358-db19-58c9-9cee-5572ca475890')",Chlorpyrifos methyl,2.8453428662094395e-19,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),2.8453428662094395e-19,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'dc64ecac-a65f-4d9a-9de6-557f1135659f')",Aclonifen,1.177098324626655e-10,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),1.177098324626655e-10,,,1.0,,,
"('ecoinvent-3.12-biosphere', '1bb6a502-3ff9-4a79-835c-5588b855f1f5')",Benzene,-1.3194216128776567e-05,kilogram,"('air', 'urban air close to ground')",emission,Waste Emissions (W),1.3194216128776567e-05,,,1.0,,,
"('ecoinvent-3.12-biosphere', '77f17646-cede-4a49-99dd-55950098b077')",Toluene,-1.649163516881241e-06,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),1.649163516881241e-06,,,1.0,,,
"('ecoinvent-3.12-biosphere', '0f907765-2a94-48a8-8978-55a2757d3e24')",Propionic acid,2.630807142251438e-07,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),2.630807142251438e-07,,,1.0,,,
"('ecoinvent-3.12-biosphere', '693921ef-e02d-4072-add0-55aa4631b213')","Suspended solids, unspecified",5.250347021997769e-06,kilogram,"('water',)",emission,Waste Emissions (W),5.250347021997769e-06,,,1.0,,,
"('ecoinvent-3.12-biosphere', '87559b92-4aa2-5c55-afa3-55b1d6c52a76')","Pesticides, unspecified",7.775893066613218e-14,kilogram,"('water',)",emission,Waste Emissions (W),7.775893066613218e-14,,,1.0,,,
"('ecoinvent-3.12-biosphere', '3135755c-1082-5c68-9290-55b858fd7ff2')",Octaethylene glycol monododecyl ether,-1.3646922491685341e-10,kilogram,"('air',)",emission,Waste Emissions (W),1.3646922491685341e-10,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'd14eb0da-95fd-46c3-90db-55ca33d78701')","Hydrocarbons, chlorinated",1.9627549988969713e-08,kilogram,"('air',)",emission,Waste Emissions (W),1.9627549988969713e-08,,,1.0,,,
"('ecoinvent-3.12-biosphere', '8beefad6-d121-5009-a1d5-55ee15aef834')",Ethephon,1.0523324139250308e-14,kilogram,"('soil', 'forestry')",emission,Waste Emissions (W),1.0523324139250308e-14,,,1.0,,,
"('ecoinvent-3.12-biosphere', '1eaa9ea4-40b8-414a-b198-5626400372e1')","Occupation, dump site",0.005145214946227619,square meter-year,"('natural resource', 'land')",natural resource,Natural Resources (V),,,,,,,
"('ecoinvent-3.12-biosphere', '2260379b-c49f-553a-823c-565a71a797ec')",Chlorimuron-ethyl,6.815568168669173e-13,kilogram,"('water', 'ground-')",emission,Waste Emissions (W),6.815568168669173e-13,,,1.0,,,
"('ecoinvent-3.12-biosphere', '13d898ac-b9be-4723-a153-565e2a9144ac')","PAH, polycyclic aromatic hydrocarbons",9.248838347210739e-07,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),9.248838347210739e-07,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'f87e0478-9ba4-4d6b-a1ca-5667d07f3465')",Dipropyl amine,1.5604265176776006e-10,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),1.5604265176776006e-10,,,1.0,,,
"('ecoinvent-3.12-biosphere', '774c181d-18a7-4096-aa99-56801ef6b909')",Nitrate,4.692609696352227e-08,kilogram,"('soil',)",emission,Waste Emissions (W),4.692609696352227e-08,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'fbcb9c7a-eea7-4694-ba6c-568e01d28883')",Lead,3.333645385925044e-05,kilogram,"('natural resource', 'in ground')",natural resource,Natural Resources (V),3.333645385925044e-05,,,1.0,,,
"('ecoinvent-3.12-biosphere', '9b5b8c40-38fe-42fb-8130-56c15e485fd0')","Transformation, to seabed, drilling and mining",0.00011750462203451337,square meter,"('natural resource', 'land')",natural resource,Natural Resources (V),,,,,,,
"('ecoinvent-3.12-biosphere', '00012c0a-9bff-4787-a7eb-56c3d2f43692')",Metolachlor,2.501239915584438e-14,kilogram,"('water', 'ground-')",emission,Waste Emissions (W),2.501239915584438e-14,,,1.0,,,
"('ecoinvent-3.12-biosphere', '6a9afa4e-3b29-4695-b742-56c893060dd3')",Sulfosulfuron,3.4570668817277484e-14,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),3.4570668817277484e-14,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'b2631209-8374-431e-b7d5-56c96c6b6d79')",Phosphorus,4.436803547337973e-06,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),4.436803547337973e-06,,,1.0,,,
"('ecoinvent-3.12-biosphere', '8b531ec0-ca7a-49cd-bef0-56f110112f34')",Molybdenum VI,2.7463052714765067e-10,kilogram,"('soil',)",emission,Waste Emissions (W),2.7463052714765067e-10,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'dcfb4fdd-9558-5c57-82f6-570d4d0deff5')",Quizalofop-P,2.0253858501257787e-18,kilogram,"('soil', 'forestry')",emission,Waste Emissions (W),2.0253858501257787e-18,,,1.0,,,
"('ecoinvent-3.12-biosphere', '5189de76-6bbb-44ba-8c42-5714f1b4371f')",Nitrate,0.00044896231595128246,kilogram,"('water',)",emission,Waste Emissions (W),0.00044896231595128246,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'ac399e1a-fae6-55d4-97d5-572a4e45f523')",Mepiquat chloride,5.369953467706988e-13,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),5.369953467706988e-13,,,1.0,,,
"('ecoinvent-3.12-biosphere', '442511cc-a98b-4242-9229-5736cb9a9399')",Molybdenum VI,1.2133321534367248e-07,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),1.2133321534367248e-07,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'ad3f2ad1-7386-4725-9b33-57392b5c22ac')",Benz(a)anthracene,5.4124868996845864e-14,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),5.4124868996845864e-14,,,1.0,,,
"('ecoinvent-3.12-biosphere', '8077467e-8d30-46cc-ab55-5759286eebd3')",Ethyl acetate,8.278473288552677e-09,kilogram,"('air',)",emission,Waste Emissions (W),8.278473288552677e-09,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'ed8da356-ed40-4a35-8de4-57aee1d3c279')","Xylenes, unspecified",4.0457256084930794e-08,kilogram,"('air', 'urban air close to ground')",emission,Waste Emissions (W),4.0457256084930794e-08,,,1.0,,,
"('ecoinvent-3.12-biosphere', '423112a9-b4c4-4041-8854-57bffde7b9cc')",Thiophanate-methyl,1.2009280694049947e-10,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),1.2009280694049947e-10,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'e4526360-b2a1-4e77-9f00-57dbfe228bde')",1-Pentanol,9.078312322957805e-11,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),9.078312322957805e-11,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'f4d0a2c8-efef-4188-85da-5801097389a2')",Arsenic ion,6.400758073504209e-09,kilogram,"('air', 'urban air close to ground')",emission,Waste Emissions (W),6.400758073504209e-09,,,1.0,,,
"('ecoinvent-3.12-biosphere', '8c690557-25ce-48f2-91b9-58126e82aaf6')",Bromoxynil,-9.88805633507443e-15,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),9.88805633507443e-15,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'd85a44cb-8407-4997-a146-581e4f35f39d')",Styrene,7.057097452598601e-07,kilogram,"('air', 'urban air close to ground')",emission,Waste Emissions (W),7.057097452598601e-07,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'fac8675e-9db7-5441-9011-582eada1876a')",Abamectin,2.405925569482677e-13,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),2.405925569482677e-13,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'f33f573a-bf4f-5c8b-8191-583ce4f7ad62')",Triflusulfuron-methyl,2.680327392962105e-16,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),2.680327392962105e-16,,,1.0,,,
"('ecoinvent-3.12-biosphere', '17505bf8-40af-4580-8608-5841ff063d23')",Scandium,-4.364308438434075e-12,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),4.364308438434075e-12,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'ff32cb2a-4d63-435e-8787-58436bd36a83')",Boscalid,2.0912204201440629e-13,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),2.0912204201440629e-13,,,1.0,,,
"('ecoinvent-3.12-biosphere', '0bb38d46-04e7-52f2-99de-5861a8220a49')",Bisphenol A,9.990239642144776e-06,kilogram,"('water',)",emission,Waste Emissions (W),9.990239642144776e-06,,,1.0,,,
"('ecoinvent-3.12-biosphere', '21b46c65-491e-40a9-ac74-5877af997d7c')",Sodium chlorate,5.602933718021471e-09,kilogram,"('air', 'urban air close to ground')",emission,Waste Emissions (W),5.602933718021471e-09,,,1.0,,,
"('ecoinvent-3.12-biosphere', '18282ab8-5b46-4c56-9038-588ed28a4a95')","Hydrocarbons, aliphatic, alkanes, cyclic",-2.5153087761763022e-09,kilogram,"('air', 'urban air close to ground')",emission,Waste Emissions (W),2.5153087761763022e-09,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'e1b4f61b-e191-4c48-852b-58b11b2245eb')",Methanol,7.88456130877549e-08,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),7.88456130877549e-08,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'ebb21cc2-3bb4-45eb-8f7f-58bf297f6431')",Tribenuron-methyl,-1.907541810304341e-12,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),1.907541810304341e-12,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'a0fec60d-3f74-48bf-a2d2-58c30fc13e53')",2-Aminopropanol,4.017934771523417e-11,kilogram,"('air', 'urban air close to ground')",emission,Waste Emissions (W),4.017934771523417e-11,,,1.0,,,
"('ecoinvent-3.12-biosphere', '4813520f-6ce4-4f0d-820b-58c71f809931')",Deltamethrin,6.268594914852549e-15,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),6.268594914852549e-15,,,1.0,,,
"('ecoinvent-3.12-biosphere', '93e71b71-05d4-4a44-a85a-592a6f21cf0c')",Selenium IV,-4.136221483927701e-10,kilogram,"('air', 'low population density, long-term')",emission,Waste Emissions (W),4.136221483927701e-10,,,1.0,,,
"('ecoinvent-3.12-biosphere', '2b50f643-216a-412b-a0e5-5946867aa2ed')",Ammonia,9.473028833810543e-10,kilogram,"('air', 'low population density, long-term')",emission,Waste Emissions (W),9.473028833810543e-10,,,1.0,,,
"('ecoinvent-3.12-biosphere', '24acc516-974c-4ff3-b7e1-5950b8d37206')",Magnesium,-3.435122691488667e-05,kilogram,"('water', 'ground-')",emission,Waste Emissions (W),3.435122691488667e-05,,,1.0,,,
"('ecoinvent-3.12-biosphere', '18aabc87-2728-5b28-bde2-595885b24b7f')",Indoxacarb,1.854860378045203e-14,kilogram,"('air', 'non-urban air or from high stacks')",emission,Waste Emissions (W),1.854860378045203e-14,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'f05cca02-ec18-4acc-9939-59658ff9a554')","Transformation, from annual crop",0.0001385896314635237,square meter,"('natural resource', 'land')",natural resource,Natural Resources (V),,,,,,,
"('ecoinvent-3.12-biosphere', '5fefa2d0-133d-444f-b1fe-596d15f4673e')",Silicon,1.5592344286051614e-08,kilogram,"('water', 'ocean')",emission,Waste Emissions (W),1.5592344286051614e-08,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'e5a3dff5-72dc-5287-893c-597dd4a19566')",Molybdenum,-4.7882226631537355e-05,kilogram,"('natural resource', 'in ground')",natural resource,Natural Resources (V),4.7882226631537355e-05,,,1.0,,,
"('ecoinvent-3.12-biosphere', '41dbbe1f-06e1-4a34-8497-5986be8f9e51')",Vanadium V,4.849135533541219e-05,kilogram,"('water', 'ground-, long-term')",emission,Waste Emissions (W),4.849135533541219e-05,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'f6e3ce3b-ce57-4313-ac88-59a8361925cf')",Butanol,-4.849367851483067e-09,kilogram,"('water', 'surface water')",emission,Waste Emissions (W),4.849367851483067e-09,,,1.0,,,
"('ecoinvent-3.12-biosphere', '85466e0f-e5b5-4084-9338-59e317f7cb09')",Lithium I,2.7537202716754367e-13,kilogram,"('air', 'urban air close to ground')",emission,Waste Emissions (W),2.7537202716754367e-13,,,1.0,,,
"('ecoinvent-3.12-biosphere', '04cd03b8-8206-4d3a-a910-59ffc0550c2c')",Prosulfuron,3.33432000830961e-14,kilogram,"('soil', 'agricultural')",emission,Waste Emissions (W),3.33432000830961e-14,,,1.0,,,
"('ecoinvent-3.12-biosphere', 'e4f501bb-02e2-4562-be3c-5a047b6d2581')","2,4-Dichlorophenol",1.027891619325716e-10,kilogram,"('air', 'urban air close to ground')",emission,Waste Emissions (W),1.027891619325716e-10,,,1.0,,,
